date,headline,source,compound,sentiment
2024-02-14,NHPC Q3 FY24 Results Live: Profit Falls by 66.01% YOY - Mint,Mint,0.4404,Positive
2024-02-14,HDFC Bank is in a spot. Does it have a way out? - The Morning Context,The Morning Context,0.0,Neutral
2024-02-14,"HDFC Bank share price hits 52-week low, down 20% in 2024 so far - Mint",Mint,0.0258,Neutral
2024-02-15,"At Rs 6.84 lakh crore, HDFC Bank's home loan book closes gap with SBI's - ET Realty",ET Realty,0.0,Neutral
2024-02-15,HDFC Bank announces healthy double-digit growth in home loan business; stock up 2% - Mint,Mint,0.6486,Positive
2024-02-15,Senco Gold share price jumps over 7% as Emkay Global raises target price after Q3 results; Should you buy? - Mint,Mint,0.296,Positive
2024-02-15,"HDFC Bank sees mutual funds pick up Rs 13,850 crore shares in January - Moneycontrol.com",Moneycontrol.com,0.296,Positive
2024-02-16,"Despite a 17% fall in 2024 YTD, Morgan Stanley sees a 49% upside in HDFC Bank; here's why - Mint",Mint,0.0,Neutral
2024-02-16,"Entero Healthcare Solutions share price makes a weak debut, stock lists with 2.3% discount at ₹1,228.70 apiece on NSE - Mint",Mint,0.0,Neutral
2024-02-17,Kings Infra Ventures Q3 FY24 Results Live: Profit Rises by 0.77% YoY - Mint,Mint,0.4404,Positive
2024-02-19,Marcellus Portfolio Snapshot and Update on Fundamentals – January 2024 - marcellus.in,marcellus.in,0.0,Neutral
2024-02-19,Jana Small Finance Bank Ltd (JSFB) Share Price - Business Today,Business Today,0.296,Positive
2024-02-19,"Conscious call not to accept high cost deposits, says HDFC Bank CEO - Business Standard",Business Standard,-0.2924,Negative
2024-02-20,Banking Q3 Results Review: Private bank loan growth better than public peers; SBI bucks trend - Zee Business,Zee Business,0.6705,Positive
2024-02-20,HDFC Bank stock records biggest intraday jump since Dec. What sparked the rally? - Mint,Mint,0.0,Neutral
2024-02-20,"Indian stock market: Why you should have SBI, HDFC Bank shares in your stock portfolio? - Mint",Mint,0.296,Positive
2024-02-20,Should you BUY HDFC Bank shares for long-term in this fall? Check Nikunj Dalmia's stock analysis - ET Now,ET Now,0.296,Positive
2024-02-21,"HDFC Bank Stocks Updates: HDFC Bank Closes at Rs 1436.0, Registers 1.26% Decline - The Economic Times",The Economic Times,0.0,Neutral
2024-02-21,"HDFC Bank Stocks Live Updates: HDFC Bank Records Rs 1448.80 Price, Slight 0.38% Dip Today, 5-Year Returns - The Economic Times",The Economic Times,0.0,Neutral
2024-02-21,This $130 billion fund manager explains why he chose SBI over HDFC Bank: Exclusive - CNBC TV18,CNBC TV18,0.128,Positive
2024-02-21,‘This is a transition period...’: HDFC Bank CEO Sashidhar Jagdishan promises profitable growth despite merger impact - Business Today,Business Today,0.7964,Positive
2024-02-21,HDFC Bank Stocks Live Updates: HDFC Bank Closes at Rs 1454.3 with Strong Trading Volume - The Economic Times,The Economic Times,0.5106,Positive
2024-02-22,HDFC Bank Stocks Live Updates: HDFC Bank Closes at Rs 1439.15 with Strong Trading Volume - The Economic Times,The Economic Times,0.5106,Positive
2024-02-22,HDFC Bank Stocks Live Updates: HDFC Bank Closes at Rs 1439.15 with -5.19% 3-Month Return - The Economic Times,The Economic Times,0.0,Neutral
2024-02-23,"HDFC Bank Stocks Live Updates: HDFC Bank Sees 0.45% Increase in Current Price, EMA5 at Rs 1425.25 - The Economic Times",The Economic Times,0.3182,Positive
2024-02-23,"Hdfc Bank Outlook for the Week (February 26, 2024 – March 01, 2024) - Equitypandit",Equitypandit,0.0,Neutral
2024-02-23,YES Bank target price at Rs 16! Goldman Sachs suggests 41% downside on banking stock - Business Today,Business Today,0.4069,Positive
2024-02-23,NPS scheme: Reliance to HDFC Bank — here are the top five stocks held by National Pension System equity funds - Mint,Mint,0.2023,Positive
2024-02-23,"1:10, 1:1 Stock Splits: Rs 250-To-Rs 1,400, HDFC Bank Multiplies Investors Money; Buy For Rs 2,100 Target - Goodreturns",Goodreturns,0.0,Neutral
2024-02-23,"ICICI Bank hikes fixed deposit (FD) rates. How they compare with Kotak Mahindra, HDFC Bank, SBI - Mint",Mint,0.0,Neutral
2024-02-23,HDFC Bank Stocks Live Updates: HDFC Bank Dividend Updates - The Economic Times,The Economic Times,0.0,Neutral
2024-02-23,Stock Radar I Eye on auto space! Olectra Greentech building momentum for next leg of rally: Shivangi Sarda - The Economic Times,The Economic Times,0.0,Neutral
2024-02-25,HDFC Bank receives RBI approval to sell stake in HDFC Credila - Mint,Mint,0.4767,Positive
2024-02-26,HDFC Bank’s Shashidhar Jagdishan is focused on profitable growth. Will investors buy his vision? - The Economic Times,The Economic Times,0.8442,Positive
2024-02-26,"HDFC Bank Stocks Live Updates: HDFC Bank Sees Rs 1427.65 Price with 0.5% Change Today and 5,599,555 Share - The Economic Times",The Economic Times,0.296,Positive
2024-02-26,Bank stocks with high net interest margins to add to your watchlist - Trade Brains,Trade Brains,0.4588,Positive
2024-02-26,"ICICI Bank, Sun Pharma among top 10 holdings of ICICI Prudential Mutual Fund - The Economic Times",The Economic Times,0.2023,Positive
2024-02-26,"HDFC Bank Stocks Live Updates: HDFC Bank Sees Slight Increase in Price, 6-Month Returns Show Negative Tre - The Economic Times",The Economic Times,-0.4005,Negative
2024-02-26,Credit card issuance: HDFC Bank widens gap with nearest rival SBI Card - Business Standard,Business Standard,0.3818,Positive
2024-02-27,"HDFC Bank Share Price Today Live Updates: HDFC Bank Sees Marginal Increase in Price, 1-Day Returns Show S - The Economic Times",The Economic Times,0.4951,Positive
2024-02-27,HDFC Bank Share Price Today Live Updates: HDFC Bank News - The Economic Times,The Economic Times,0.296,Positive
2024-02-27,"Deem Roll Tech Ltd share price makes a stellar debut, stock opens with 55% premium at ₹200 apiece on NSE SME - Mint",Mint,0.296,Positive
2024-02-27,"HDFC Bank vs ICICI Bank: Stock price targets, technicals, valuation, financial metrics and more - Business Today",Business Today,0.0,Neutral
2024-02-27,Axis Bank shares delivered moderate returns in five years; what analysts say - Business Today,Business Today,0.296,Positive
2024-02-29,"HDFC Bank Share Price Live Updates: HDFC Bank Sees a Slight Decline in Price, EMA3 Remains Steady - The Economic Times",The Economic Times,0.296,Positive
2024-02-29,"HDFC Bank, ICICI Bank vie for slice of index flows into India - The Economic Times",The Economic Times,0.0,Neutral
2024-02-29,"HDFC Bank Share Price Live Updates: HDFC Bank Sees a 0.45% Decrease in Price Today, with -10.01% Returns - The Economic Times",The Economic Times,0.296,Positive
2024-03-01,"HDFC Bank Stocks Live Updates: HDFC Bank Sees 1.16% Increase Today, 1-Year Returns at -11.2% - The Economic Times",The Economic Times,0.3182,Positive
2024-03-01,"Deustche Bank, HSBC, HDFC Bank, Citi Bank settle with Sebi following allegations of FPI norms violations - Moneycontrol.com",Moneycontrol.com,-0.5267,Negative
2024-03-01,What do top holdings of retail investors in Indian stock market say? Nikhil Kamath of Zerodha answers - Mint,Mint,0.2023,Positive
2024-03-01,"1:10 Stock Split: PSU SBI Rises 400% In Post-Covid Era, Nears All-Time Highs; Is It Next HDFC Bank? - Goodreturns",Goodreturns,0.0,Neutral
2024-03-02,"IPO calendar next week: FULL list of upcoming mainboard, SME IPOs on NSE, BSE - March 4-8 - ET Now",ET Now,0.0,Neutral
2024-03-04,"HDFC Bank, YES Bank, ICICI Bank, Axis Bank: Pvt bank deposit share at 35%; what trend suggests - Business Today",Business Today,0.6841,Positive
2024-03-04,"Deutsche Bank, HSBC, HDFC Bank & Citi Bank Pay Rs39.36 Lakh To Settle FPI Violations - Moneylife",Moneylife,-0.5859,Negative
2024-03-04,Rs 2 lakh as deduction: How to maximise tax saving with National Pension Scheme - Business Standard,Business Standard,0.0,Neutral
2024-03-06,HDFC Bank Saga: History of the bank and what are the factors affecting recent stock performance - ICICI Direct,ICICI Direct,0.0,Neutral
2024-03-07,"Know changes to credit card rules of SBI Card, ICICI Bank, Axis Bank - The Economic Times",The Economic Times,0.3818,Positive
2024-03-08,Women’s savings bank accounts: Check which banks are offering discounts and special benefits - The Economic Times,The Economic Times,0.6486,Positive
2024-03-08,"HDB Fin Services to raise Rs 2,500 crore via debt capital for biz growth - Business Standard",Business Standard,0.0258,Neutral
2024-03-09,HDFC Bank Share Price Target 2024: Valuation re-rating on cards! Stock down 15% YTD; time to BUY? - ET Now,ET Now,0.3595,Positive
2024-03-11,Upcoming IPO of HDB Financial Services: HDFC Bank Can Finally See Value Unlocking - Equitymaster,Equitymaster,0.34,Positive
2024-03-12,"Explained: Big changes for SBI, ICICI, Axis, Yes Bank credit card users in March 2024 - Business Standard",Business Standard,0.6486,Positive
2024-03-12,"RK Swamy share price makes a weak debut, stock opens with 13.2% discount at ₹250 apiece on NSE - Mint",Mint,-0.1779,Negative
2024-03-12,"Mutual funds bought HDFC Bank shares worth Rs 8,400 crore in February - Moneycontrol.com",Moneycontrol.com,0.4767,Positive
2024-03-14,Demat Account: Can it be accessed from anywhere and how safe is it? MintGenie answers - Mint,Mint,0.4404,Positive
2024-03-14,Gopal Snacks share price recovers sharply following a weak debut on the bourses today - Mint,Mint,-0.1779,Negative
2024-03-15,"Paytm Payments Bank deadline ends on March 15! What happens to FASTag, UPI, other services- Here is list and how NPCI nod helps customers - The Financial Express",The Financial Express,0.4389,Positive
2024-03-17,Bandhan Bank to launch credit card in Apr-May; Piush Jha to head the unit - Business Standard,Business Standard,0.3818,Positive
2024-03-17,"1:5,1:2 Splits: HDFC Bank Stock, ADR Drops 14-17% YTD; 'Too Big To Fail', 3 Brokerages Recommend Buy - Goodreturns",Goodreturns,-0.25,Negative
2024-03-18,Poonawalla Fincorp shares rise nearly 4% on appointment of HDFC Bank's Arvind Kapil as new MD & CEO - Moneycontrol.com,Moneycontrol.com,0.296,Positive
2024-03-18,"Banks like Bank of India, HDFC offer lowest home loan interest rates - Business Standard",Business Standard,0.4404,Positive
2024-03-18,"HDFC Bank: Down 16% so far this year, Bernstein expects nearly 50% rise in the stock in 12 months; here's why - Mint",Mint,0.0,Neutral
2024-03-18,HDFC Bank Share Price Live Updates: HDFC Bank Closes at Rs 1452.65 with 0.45% Weekly Return - The Economic Times,The Economic Times,0.296,Positive
2024-03-19,HDFC Bank’s home loan business head to lead Poonawalla Fincorp - The Times of India,The Times of India,0.0,Neutral
2024-03-19,HDFC Bank opens 60 new banking outlets across India - Business Upturn,Business Upturn,0.0,Neutral
2024-03-19,PSU Banks vs Private Banks: Here's what 5 experts have picked - Mint,Mint,0.0,Neutral
2024-03-19,"Poonawalla Fincorp appoints HDFC Bank’s Arvind Kapil as new MD & CEO, shares up 3% - Upstox",Upstox,0.296,Positive
2024-03-19,"Popular Vehicles share price makes a tepid debut, lists with 1% discount at ₹292 apiece on BSE - Mint",Mint,0.6124,Positive
2024-03-19,Analysts see no major impact on HDFC Bank Arvind Kapil's switch to Poonawalla Fincorp - Moneycontrol.com,Moneycontrol.com,-0.296,Negative
2024-03-20,"HDFC Bank board to meet on April 20 to approve FY24 earnings, consider dividend - Moneycontrol.com",Moneycontrol.com,0.0,Neutral
2024-03-20,"HDFC Bank completes stake sale in HDFC Credila for ₹9,552 crore - Upstox",Upstox,0.0,Neutral
2024-03-20,"Holi 2024 picks: Zomato, DMart, Maruti Suzuki, Karnataka Bank and more - Business Today",Business Today,0.0,Neutral
2024-03-20,"HDFC Bank completes stake sale in HDFC Credila for ₹9,553 cr - Fortune India",Fortune India,0.0,Neutral
2024-03-20,"HDFC Bank sells HDFC Credila shares worth ₹9,552 crore to Kopvoorn B.V. and others - BusinessLine",BusinessLine,0.4767,Positive
2024-03-21,"HDFC Bank Sells HDFC Credila Shares Of Rs 9,552 Cr As Per RBIs Directive - India.Com",India.Com,0.296,Positive
2024-03-21,HDFC sells company that spawned education loan business - The Times of India,The Times of India,0.0,Neutral
2024-03-21,"HDFC Bank completes Rs 9,553 cr stake sale in education unit HDFC Credila - Business Standard",Business Standard,0.0,Neutral
2024-03-23,'Markets didn't like the merger': Sashidhar Jagdishan says HDFC Bank 2.0 'will be back with a bang' - Business Today,Business Today,-0.2755,Negative
2024-03-28,"Credit cards breach the 100 million mark in India, shows RBI data - Business Standard",Business Standard,0.3818,Positive
2024-03-28,Here's how HDFC Bank embarked upon a transformative journey after the merger - Business Today,Business Today,0.0,Neutral
2024-03-28,"Sensex, Nifty: 5 reasons why shares are rising today - Business Today",Business Today,0.5994,Positive
2024-03-29,"Buy or sell: Is it wise to accumulate SBI, HDFC Bank shares in FY25? — explained - Mint",Mint,0.6486,Positive
2024-03-29,HDFC Bank appoints Sumant Rampal as mortgage business head - BusinessLine,BusinessLine,0.0,Neutral
2024-03-29,HDFC Bank names Rampal as head of mortgages - The Times of India,The Times of India,0.0,Neutral
2024-03-30,Worst Performing Nifty 50 Stocks of FY24. Could it Get Worse Before It Gets Better? - Equitymaster,Equitymaster,-0.3818,Negative
2024-03-31,HDFC Bank looking to sell its 100% stake in HDFC Education and Development Services; Details here - Mint,Mint,0.0,Neutral
2024-03-31,Are banks open today? These 33 banks will be open on 31 March; List of services available on Sunday - Mint,Mint,0.0,Neutral
2024-03-31,Salaries to be delayed? HDFC Bank inform customers about crucial service disruption on April 1 - Mint,Mint,-0.5267,Negative
2024-04-01,"Q4 results: TCS, Infosys, HCL Technologies to kick start Q4 earnings season; Check dates here - Mint",Mint,0.0,Neutral
2024-04-01,"HDFC Bank customers take note! NEFT facility for money transfer may not be available on April 1, 2024 - h - The Times of India",The Times of India,0.0,Neutral
2024-04-02,"Naman In-Store share price makes a bumper debut, stock opens with 40% premium at ₹125 apiece on NSE SME - Mint",Mint,0.296,Positive
2024-04-02,NSE halves Nifty lot size to dwarf listed rival BSE - Mint,Mint,0.4019,Positive
2024-04-03,NSE introduces 4 new indices in capital market and F&O segment from April 8 - Mint,Mint,0.0,Neutral
2024-04-04,"ITC, ICICI Bank, Bajaj Finance top stocks in Rahul Gandhi’s portfolio: See details of his key stocks and other investments - The Financial Express",The Financial Express,0.2023,Positive
2024-04-04,Bandhan Mutual Fund announces launch of the Bandhan Innovation Fund - Business Standard,Business Standard,0.3818,Positive
2024-04-04,HDFC Bank's gross advances surge 55.4% to Rs 25.08 trn in Q4 FY24 - Business Standard,Business Standard,-0.4767,Negative
2024-04-04,"HDFC Bank shares at over two-month high, trade above ₹1,500 - CNBC TV18",CNBC TV18,0.296,Positive
2024-04-05,Foreign portfolio investors reduce stake in HDFC Bank in March quarter - Upstox,Upstox,0.0,Neutral
2024-04-05,Indraprastha Medical Corp hits 52-week high after HDFC Bank sells 27.8 lakh shares - Moneycontrol.com,Moneycontrol.com,0.296,Positive
2024-04-06,"Banking sector Q4 preview: PSU Banks to continue to post better earnings growth than private banks, says Elara - Mint",Mint,0.6705,Positive
2024-04-06,Best AMC Stock: HDFC AMC vs Nippon Life AMC vs Aditya Birla Sun Life AMC - Equitymaster,Equitymaster,0.6369,Positive
2024-04-06,"Now, HDFC Bank gets PENALTY notice - Check details, reason - ET Now",ET Now,-0.5766,Negative
2024-04-08,HDFC Bank Share Price Target: Before Q4 Results; Check What Brokerage Firms Say - India.Com,India.Com,0.296,Positive
2024-04-12,Cheapest Home Loans: These top 5 banks offering best interest rates – Check tenors and other details - The Financial Express,The Financial Express,0.8402,Positive
2024-04-12,"LKP Securities initiates coverage with buy on Sansera Engg, stock jumps 4% - Business Standard",Business Standard,0.296,Positive
2024-04-12,HDB Financial Services: Japan-based MUFG to acquire 20% stake in HDFC Bank's non-banking arm at close $10 bn valuation - Mint,Mint,0.0,Neutral
2024-04-15,Kotak Mahindra Bank Share Price Today Live Updates: Kotak Mahindra Bank Closes at Rs 1813.05 with 6-Month - The Economic Times,The Economic Times,0.296,Positive
2024-04-17,SBI vs HDFC Bank stock COMPARISION: PSU vs Private - Which bank share offers better investment opportunity - ET Now,ET Now,0.7845,Positive
2024-04-17,Up to 7.75% RD interest rates: SBI vs HDFC Bank vs ICICI Bank vs Yes Bank; which bank is offering highest RD rates - The Economic Times,The Economic Times,0.6908,Positive
2024-04-18,HDFC Life Q4FY24 results: Net profit up 14.8% Y-o-Y at Rs 411 cr - Business Standard,Business Standard,0.4404,Positive
2024-04-18,HDFC Bank Share Price Live Updates: HDFC Bank Closes at Rs 1509.25 with 4.37% 1-Month Return - The Economic Times,The Economic Times,0.296,Positive
2024-04-19,HDFC Bank to announce Q4 results today: Credila likely to aid net profit - Upstox,Upstox,0.4404,Positive
2024-04-19,Netflix to shift focus from viewer count to engagement metrics - Mint,Mint,0.4588,Positive
2024-04-19,"Wipro Q4 Results: Large TCV up 9.5% YoY, Q1FY25 revenue guidance pegged at -1.5 to 0.5%; 5 key highlights - Mint",Mint,0.0,Neutral
2024-04-19,HDFC Bank Share Price Live Updates: HDFC Bank Maintains Steady Performance with Unchanged Closing Price a - The Economic Times,The Economic Times,0.296,Positive
2024-04-19,HDFC Bank Share Price Live Updates: HDFC Bank Closes at Rs 1494.7 with Strong Trading Volume - The Economic Times,The Economic Times,0.6705,Positive
2024-04-19,HDFC Bank Q4 preview: Focus on deposits to keep margins steady but income growth may drag - Moneycontrol.com,Moneycontrol.com,0.2617,Positive
2024-04-20,"HDFC Bank Q4 Results: Net profit at ₹16,512 crore, NII rises to ₹29,007 crore; dividend declared - Mint",Mint,0.4404,Positive
2024-04-20,Q4 Results: HDFC Bank declares dividend ₹19.50 per equity share - Mint,Mint,0.296,Positive
2024-04-20,"HDFC Bank Q4 results: Net profit remains flat, lender announces dividend of ₹19.5 per share - CNBC TV18",CNBC TV18,0.6249,Positive
2024-04-20,"HDFC Bank’s Health Cover Fixed Deposit: Many benefits! FD rates up to 7.75%, Rs 1000 per day hospital cash cover – Details here - The Financial Express",The Financial Express,0.4389,Positive
2024-04-20,"HDFC Bank Q4 results: Profit jumps 37% to Rs 16,512 crore, NII up 24.5% - Business Standard",Business Standard,0.4404,Positive
2024-04-21,"HDFC Bank approves Rs 60,000 crore fund raise via debt instruments - ANI News",ANI News,0.0516,Positive
2024-04-21,"HDFC Bank's Rs 1,500 crore ex-gratia a gesture of employee appreciation - Business Standard",Business Standard,0.5106,Positive
2024-04-21,"HDFC Bank approves Rs 60,000 crore fund raise via debt instruments - The Times of India",The Times of India,0.0516,Positive
2024-04-21,HDFC Bank to focus on improving return on assets: CEO - Mint,Mint,0.5423,Positive
2024-04-22,Larsen & Toubro Share Price Today Live Updates: Larsen & Toubro Closes at Rs 3518.35 with 3-Month Return - The Economic Times,The Economic Times,0.296,Positive
2024-04-22,"HDFC Bank customers face net banking outage for ‘several hours’, lenders suggests THESE alternatives - Upstox",Upstox,0.0,Neutral
2024-04-22,'Actively working to resolve...': HDFC Bank says as customers experience issues accessing NetBanking - Mint,Mint,0.5994,Positive
2024-04-22,"HDFC Bank CEO tells investors, gains to follow transition era - The Times of India",The Times of India,0.34,Positive
2024-04-22,HDFC Bank: A long haul to put the merger pain behind? | Stock Market News - Mint,Mint,-0.5106,Negative
2024-04-22,Investment strategy alert: HDFC Bank Q4 performance and future outlook - Business Standard,Business Standard,0.296,Positive
2024-04-22,Will HDFC Bank Share Price Revive Post Q4 Results? - Equitymaster,Equitymaster,0.5574,Positive
2024-04-23,Grill Splendour Services share price opens with a mere 1.1% premium at ₹121.30 apiece on NSE SME - Mint,Mint,0.6597,Positive
2024-04-23,Paytm finishes merchant migration to new UPI ids: Here's how to activate it - Business Standard,Business Standard,0.0,Neutral
2024-04-23,"Buy HDFC Bank; target of Rs 1,850: ICICI Securities - Moneycontrol.com",Moneycontrol.com,0.296,Positive
2024-04-23,"Fund managers trim PSB exposure, see better value in private banks - Business Standard",Business Standard,0.6486,Positive
2024-04-23,How does the earnings season impact your portfolio? All you need to know - Upstox,Upstox,0.0,Neutral
2024-04-23,HDFC Bank: A look at how financials evolved in last 6 years - Moneycontrol.com,Moneycontrol.com,0.0,Neutral
2024-04-24,Credit card spends rise 27% to Rs 18.26 trillion in FY24: RBI data - Business Standard,Business Standard,0.3818,Positive
2024-04-24,"HDFC announced Rs 1,500 crore to staff under ex-gratia - HR Katha",HR Katha,0.0,Neutral
2024-04-25,Axis Bank snatches the crown of 4th largest bank from RBI-hit Kotak in market value terms - The Economic Times,The Economic Times,0.34,Positive
2024-04-25,"Kotak Mahindra Bank shares crash 12% after RBI crackdown. Should you buy, sell or hold? - The Economic Times",The Economic Times,-0.128,Negative
2024-04-25,Which Share to Buy: HDFC BANK vs YES BANK - India CSR,India CSR,0.6841,Positive
2024-04-26,Kotak Mahindra Bank: Will profit hit badly post RBI curbs? Nomura shares view - Business Today,Business Today,0.25,Positive
2024-04-26,"ICICI Bank Q4 Preview: Earnings seen muted, profit flattish as margin compression offsets loan growth - Moneycontrol.com",Moneycontrol.com,0.6705,Positive
2024-04-28,Earnings Visual: Next Week is Make or Break for ICICI Bank Share - Equitymaster,Equitymaster,0.296,Positive
2024-04-29,HDFC Bank Share Price Live Updates: HDFC Bank Sees Slight Increase in Price Amidst Market Volatility - The Economic Times,The Economic Times,0.4951,Positive
2024-04-29,HDFC Bank Share Price Live Updates: HDFC Bank Closes at Rs 1509.80 with Impressive 1-Month Return of 5.92 - The Economic Times,The Economic Times,0.6705,Positive
2024-04-29,"Amid Sebi's ban on overseas ETF inflows, the spread between market price & NAV widens - Mint",Mint,-0.5574,Negative
2024-04-29,Eicher Motors Stocks Live Updates: Eicher Motors Closes at Rs 4601.0 with Trading Volume Below 7-Day Aver - The Economic Times,The Economic Times,0.0,Neutral
2024-04-29,HDFC Bank Share Price Live Updates: HDFC Bank Closes at Rs 1509.80 with Slight Decline in Trading Volume - The Economic Times,The Economic Times,0.296,Positive
2024-04-30,"IOC Q4 Results: Net profit drops 40% QoQ to ₹4,838 crore; declares dividend of ₹7 - Mint",Mint,0.4404,Positive
2024-05-01,Best Fuel Credit Card: This HDFC card earns you up to 50 litres of free fuel annually| Know other benefits - The Financial Express,The Financial Express,0.9136,Positive
2024-05-01,"Indian Oil result: Should you buy, sell or hold stock as IOC Q4 result misses estimates - Mint",Mint,-0.2263,Negative
2024-05-02,"Adani Ports result today: Net profit likely to fall, sales to rise; board to consider dividend - Mint",Mint,0.4404,Positive
2024-05-02,Godrej group splits after 127 yrs: What it means for listed Godrej stocks? - Business Standard,Business Standard,0.0,Neutral
2024-05-02,"Top 5 credit cards for online shopping in India | Check features, benefits and fees - The Financial Express",The Financial Express,0.7184,Positive
2024-05-02,Gujarat Toolroom share price hits upper circuit on second day in a row ahead of Q4 results 2024 - Mint,Mint,0.296,Positive
2024-05-02,Why Sandeep Bakhshi's exit from ICICI Bank may knock-off the Street - Moneycontrol.com,Moneycontrol.com,0.0,Neutral
2024-05-02,Kotak Mahindra Bank shares in focus as joint MD KVS Manian resigns - Business Today,Business Today,-0.0258,Neutral
2024-05-03,Adani Wilmar Q4 Results Live : profit rise by 67.45% YOY - Mint,Mint,0.4404,Positive
2024-05-03,Atanu Chakraborty re-appointed HDFC Bank chairman for three years - Business Standard,Business Standard,0.0,Neutral
2024-05-03,"NSE Q4 results: Net profit rises 20% to Rs 2,478 crore, revenue up 34% - Business Standard",Business Standard,0.4404,Positive
2024-05-03,"Earn 7.7% interest rate on NSC: Tax benefits, lock-in, how to invest in National Savings Certificate - The Economic Times",The Economic Times,0.6808,Positive
2024-05-03,Cigniti Technologies acquisition will be game changer: Coforge CEO - Business Standard,Business Standard,0.0,Neutral
2024-05-03,HDFC Bank gets RBI nod to re-appoint Chakraborty as chair - The New Indian Express,The New Indian Express,0.0,Neutral
2024-05-03,Atanu Chakraborty re-appointed as HDFC Bank chairman for 3 years - The Hindu,The Hindu,0.0,Neutral
2024-05-04,"NSE profit breaches $1-bn mark, contributes Rs 43,514 cr to state exchequer in FY24 - Business Today",Business Today,0.4404,Positive
2024-05-04,"Kotak Mahindra Bank Q4 Results: PAT jumps 18% YoY to Rs 4,133 crore, beats estimates - The Economic Times",The Economic Times,0.0,Neutral
2024-05-04,RBI approves appointment of Sanjeev Nautiyal as MD&CEO of Ujjivan SFB - Business Standard,Business Standard,0.4019,Positive
2024-05-04,"Q4 results today: DMart, Kotak Mahindra, IDBI Bank to Zen Tech — 18 companies to declare Q4 results 2024 on May 4 - Mint",Mint,0.0,Neutral
2024-05-05,HDFC Capital: Rs 298 crore GAIN from investment in THIS real estate project in Bengaluru - ET Now,ET Now,0.6289,Positive
2024-05-07,NSE to conduct live trading session on May18 with switch over to disaster recovery site - Mint,Mint,-0.6249,Negative
2024-05-07,"Explained: As bank lending slows, bond market takes centre stage - Business Standard",Business Standard,0.0,Neutral
2024-05-07,"Where mutual funds invested in Q4: Check biggest holdings, largest buying, selling of Indian companies - Moneycontrol.com",Moneycontrol.com,0.0,Neutral
2024-05-07,"Why Saurabh Mukherjea isn't losing sleep over stress in HDFC Bank, Kotak and Bajaj Finance - The Economic Times",The Economic Times,-0.1571,Negative
2024-05-08,Mutual fund holdings hit another high: These are the top stocks in AMC portfolios - Moneycontrol.com,Moneycontrol.com,0.2023,Positive
2024-05-08,"Top dividend-paying PSU stocks: Indian Oil, Coal India, PowerGrid, PFC, ONGC for FY24 - Upstox",Upstox,0.2023,Positive
2024-05-08,"SBI, PNB, HDFC Bank stocks fall up to 9% in 3 days on RBI's draft project finance norms - Moneycontrol.com",Moneycontrol.com,0.0,Neutral
2024-05-08,"SBI, BOB, Canara Bank, PNB, HDFC, Axis Bank shares: What analysts say on RBI guidelines - Business Today",Business Today,0.296,Positive
2024-05-09,"Abbott India shares rally up to 5% on strong Q4 results, record dividend announcement - Upstox",Upstox,0.6705,Positive
2024-05-09,"Stock market crash today: Why BSE Sensex plunged over 1,000 points; Nifty50 ended below 22,000 - top 5 re - The Times of India",The Times of India,-0.2263,Negative
2024-05-09,"Treasury gains, fee income help State Bank of India Q4 net surge 24% - Business Standard",Business Standard,0.7096,Positive
2024-05-09,"CSR spend by NSE-listed firms crosses Rs 15,000 crore; HDFC Bank, TCS, RIL, ITC among top 10 contributors - Business Today",Business Today,0.2023,Positive
2024-05-09,"Canara Bank Q4 results: Net profit up 18% on retail growth, fall in provisions - The Economic Times",The Economic Times,0.6705,Positive
2024-05-10,"Latest HDFC Bank lending rates: What home loan, car loan, and personal loan borrowers need to know - The Times of India",The Times of India,0.0,Neutral
2024-05-10,TVS Supply Chain Solutions Q4 Results - Mint,Mint,0.1779,Positive
2024-05-10,Punjab & Sind Bank Q4 Results: Net profit slumps 70% YoY to Rs 139 crore - The Economic Times,The Economic Times,0.4404,Positive
2024-05-12,Japan's top 3 banks to log record profit on high overseas interest - Nikkei Asia,Nikkei Asia,0.7717,Positive
2024-05-13,HDFC Bank Reduces Notice Period From 90 Days To 30 Days - News18,News18,0.0,Neutral
2024-05-13,Syrma SGS plunges 18% as profit margins contract in Q4FY24 - Business Standard,Business Standard,0.4404,Positive
2024-05-13,"Stock market: Reason behind Sensex's 1,000-pt recovery amid high volatility - Business Today",Business Today,0.0,Neutral
2024-05-13,"Kotak Mahindra Bank sees MFs pick up shares worth Rs 8,100 crore in April - Moneycontrol.com",Moneycontrol.com,0.4767,Positive
2024-05-14,"Patanjali Foods Q4 Results: Net profit falls 22% to ₹206 crore, revenue up 4% YoY; FMCG biz earns record-high sales - Mint",Mint,0.4404,Positive
2024-05-14,PSU banks' profit jumps over 4 times in 3 years to Rs 1.4 lakh crore in FY24 - The Economic Times,The Economic Times,0.4404,Positive
2024-05-14,HDFC Bank says 6-7 % of overall annual expenses are on tech - The Times of India,The Times of India,0.0,Neutral
2024-05-14,"HDFC Bank's IT expense 7% of total spending, says senior executive - Business Standard",Business Standard,0.0,Neutral
2024-05-15,Parag Rao explains how HDFC Bank virtual credit card works - The Economic Times,The Economic Times,0.3818,Positive
2024-05-15,"HDFC Bank PIXEL: India’s first virtual credit card to allow you choose billing cycle, merchants | Here’s how to apply - The Financial Express",The Financial Express,0.5423,Positive
